,id,spacegroup,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,formation_energy_ev_natom,bandgap_energy_ev,Ga_0,Ga_1,Ga_2,Ga_3,Ga_4,Ga_5,Al_0,Al_1,Al_2,Al_3,Al_4,Al_5,O_0,O_1,O_2,O_3,O_4,O_5,In_0,In_1,In_2,In_3,In_4,In_5
1019,1020,194,80.0,0.2812,0.0312,0.6875,6.8002,6.7997,24.7717,90.0182,90.0022,119.9888,0.3718,0.6322,0.0,0.0,0.0,0.0,0.0,0.0,-9.261695408043648,4.0708594194559184,-11.848626381275317,-3.751339747124324,21.110321789318967,-0.31951967233159895,-29.530697050397894,-10.423758459178627,-28.38890496479402,10.561656394473653,57.919602015191906,-0.13789793529502573,-19.30477849732567,-6.69546200151808,-17.59642513477186,6.905346638390545,36.901203632097534,-0.20988463687245856
1020,1021,206,80.0,0.625,0.375,0.0,9.1418,9.1413,9.1413,90.0039,90.0043,89.9967,0.0974,3.6921,8.046592492978887,-1.7445316433220375,-6.155973625755472,-4.064323050638425,-1.8906188672234139,5.8088546939604635,-3.26897497818757,9.033202373339305,-7.606540389958168,-6.9131943674690515,10.87551536814573,-2.120008005870248,-9.719682720724956,-10.64559065467963,-4.36026012584402,13.739603186748711,14.079942846568972,-3.0940125320690797,0,0,0,0,0,0
1021,1022,206,80.0,0.0312,0.0625,0.9062,10.1941,10.1941,10.1943,90.0007,90.0007,89.9989,0.0494,0.9238,-0.7350453795214541,0.0017525342240573285,1.8091968470868458,-0.00020611281053477381,-1.0741514675653931,-0.0015464214135229967,0.0,0.0,0.0,0.0,0.0,0.0,-7.990155524748623,13.948588757156317,-8.085227059890933,-13.893701328166628,16.075382584639556,-0.05488742898968524,-10.339933234795769,-8.631825432021046,13.35490481662361,-3.862447629149395,-3.014971581827852,12.494273061170443
1022,1023,206,80.0,0.6875,0.3125,0.0,9.1156,9.1151,9.1151,90.0037,90.0042,89.9972,0.0947,3.9019,-1.4189521533742815,3.9979729378247693,5.567000388804318,-1.1230877685537488,-4.148048235430037,-2.874885169271025,11.557009777543195,-2.756650052786801,-3.239481727802844,10.789020477030771,-8.317528049740346,-8.03237042424397,-10.09034570279892,-10.237075814208913,-3.8210987147251085,13.856339911652125,13.911444417524029,-3.619264097443213,0,0,0,0,0,0
1023,1024,167,30.0,0.5,0.1667,0.3333,5.1087,5.1084,13.7499,89.9929,90.0076,120.0013,0.239,2.5528,-3.1134247192083437,0.47485701182967005,-3.5677928014024625,-0.45380523580422727,6.681217520610805,-0.021051776025443104,-6.357934617720984,2.238789268194292,-6.6476605480636,-2.2057853062547133,13.005595165784586,-0.03300396193957868,-12.395440361159446,-4.517163632407559,-6.5915691055315495,5.542124268475458,18.987009466691,-1.0249606360678982,-5.309172041018573,-0.9241906753438421,-1.5805979986137548,1.3310104672065293,6.88977003963233,-0.406819791862687
1024,1025,206,80.0,0.0,0.0938,0.9062,10.2072,10.2072,10.2074,90.0008,90.0008,89.9987,0.0332,0.9590000000000001,-0.003330178130422272,2.4055297684035772,-3.614892308604588,-1.2044261690396805,3.618222486735007,-1.2011035993638983,0.0,0.0,0.0,0.0,0.0,0.0,-7.613524496709818,14.181106046352241,-8.47494403412819,-13.683785823511828,16.08846853083801,-0.49732022284039956,13.920614144839297,-0.0029255507316620607,-6.962920405148707,-11.68633221256771,-6.957693739690594,11.689257763299373
1025,1026,206,80.0,0.4062,0.0,0.5938,9.7599,9.7596,9.7599,90.0009,90.0015,89.9993,0.24,1.4355,0.0,0.0,0.0,0.0,0.0,0.0,10.353023135815054,-2.488643614366531,-8.171663896317137,-5.207349616657798,-2.1813592394979135,7.695993231024327,-11.45197575320021,-10.281583669102758,-3.1785004502545515,15.05807533482536,14.630476203454766,-4.776491665722608,-3.4832095171885142,7.546468305383225,-7.284964703438079,-5.957280677761565,10.768174220626593,-1.5891876276216623
1026,1027,206,80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,0.0398,0.9129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.050671901225805,13.964237847931837,-8.068498796068315,-13.953945868386674,16.11917069729412,-0.010291979545163149,-3.036841839965727,12.526769872042747,-10.357697665407645,-8.665799828154501,13.394539505373372,-3.8609700438882473
1027,1028,167,30.0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,0.0988,4.2244,0.0,0.0,0.0,0.0,0.0,0.0,-7.535439935582605,-2.4875922649220112,-6.161978753359376,2.659632299016481,13.69741868894198,-0.17204003409446925,-11.926215322143184,-4.357265863280158,-6.473334816345826,5.312508897114006,18.399550138489012,-0.9552430338338473,0,0,0,0,0,0
1028,1029,167,30.0,0.4167,0.3333,0.25,5.0862,5.0858,13.6981,89.9942,90.0065,120.001,0.2005,2.5844,-3.735539414712804,1.5514231257200786,-4.6392040358547515,-1.4436951521288692,8.374743450567557,-0.10772797359120988,-5.453862063014104,-1.9709190169094033,-3.9082128669369816,2.2004806843461484,9.362074929951092,-0.22956166743674697,-12.338773611522498,-4.500252965309285,-6.576204158939009,5.517585952795422,18.914977770461512,-1.0173329874861323,-5.628491910460385,-1.4042791598817104,-4.449689792906142,1.518223397874907,10.078181703366527,-0.11394423799319534
1029,1030,206,80.0,0.7188,0.0,0.2812,9.3519,9.3513,9.3517,90.0015,90.0025,89.9993,0.2636,2.6709,0.0,0.0,0.0,0.0,0.0,0.0,-5.461052797880579,8.056741896339316,11.770538951524001,-0.3780751699107201,-6.309486153643419,-7.678666726428598,-12.062075698589714,-8.483697590743128,-1.3164914969560844,14.687298999224868,13.378567195545793,-6.203601408481746,8.161773457321626,-2.484625359925273,-0.3826065782867797,5.354822107887265,-7.779166879034846,-2.8701967479619896
1030,1031,227,40.0,0.4375,0.1875,0.375,10.3535,5.9979,14.7699,90.9875,91.146,30.3326,0.3049,1.3159,-2.3377637459555847,3.5052722908967837,-4.929691798892838,-2.7603920883450757,7.267455544848424,-0.7448802025517063,-1.13021295925655,6.419414504535904,10.260954409176811,-2.6484897973905595,-9.130741449920256,-3.7709247071453467,-1.0663949804961481,16.34515990369167,19.77351857835748,-7.49313196874503,-18.70712359786133,-8.852027934946635,-2.435819767146303,5.328581463555568,12.791306095727858,-1.82317219868808,-10.355486328581556,-3.5054092648674917
1031,1032,167,30.0,0.0,0.8333,0.1667,5.1462,5.1456,13.8125,90.0006,90.0001,120.0,0.1612,1.7867,-7.154837963647893,-2.720834400233398,-4.803179036112261,3.1025777134170687,11.95801699976015,-0.38174331318366933,0.0,0.0,0.0,0.0,0.0,0.0,-12.45397090012859,-4.550080409909369,-6.601759223898795,5.587907351648244,19.05573012402738,-1.0378269417388795,-5.138197730762485,0.38286502890554486,-5.83288049917942,-0.3670372265110295,10.971078229941906,-0.015827802394516113
1032,1033,206,80.0,0.5625,0.2188,0.2188,9.3619,9.3615,9.3616,90.0026,90.0031,89.9978,0.2258,2.4391,-4.683715313084967,-3.7007841521970124,-2.6784293130082246,4.4398983397641345,7.362144626093189,-0.7391141875671202,-5.947821786064679,-6.835163156512379,9.420241905109707,-1.3123569236735153,-3.4724201190450295,8.147520080185894,-10.472137302371825,-10.405090684105563,-3.7755823205226977,14.271100479424337,14.247719622894529,-3.8660097953187766,-6.41612876962947,-2.997393531531676,6.492426030314377,-2.892947246225112,-0.07629726068490703,5.890340777756788
1033,1034,227,40.0,0.5625,0.125,0.3125,10.2374,5.9295,14.5988,90.9038,91.0482,30.3148,0.4034,1.6807,-0.44476953589806256,2.018392982318469,-9.024621307362391,-1.0820081425219263,9.469390843260454,-0.9363848397965421,-3.6517458498552613,7.675041823016902,12.05401379904847,-1.7823598756757804,-8.402267949193206,-5.892681947341119,-1.094489550348484,16.15653925050318,19.539890400614887,-7.379979729459599,-18.44540085026641,-8.776559521043577,-0.36607274135210255,3.9749796905775803,8.309422736322006,-1.8531929099713744,-7.943349994969907,-2.121786780606209
1034,1035,206,80.0,0.1875,0.0,0.8125,10.0455,10.0454,10.0457,90.0006,90.0008,89.9993,0.1292,0.9216,0.0,0.0,0.0,0.0,0.0,0.0,5.828733529195888,-0.7866256701540902,-4.064905069877253,-2.595525996395138,-1.7638284593186333,3.3821516665492264,-9.87888194478134,-12.38283516634134,-5.784791864266748,14.746474756945691,15.663673809048085,-2.3636395906043477,-2.9909446342781925,12.23760209530272,-9.856654826764975,-8.536981569640487,12.847599461043163,-3.700620525662229
1035,1036,167,60.0,0.0,0.875,0.125,10.2491,5.124,13.7658,90.0006,90.0002,120.0,0.1165,2.0336,-6.221269495301905,9.050538304601835,-12.87214468570647,-7.167449042159393,19.09341418100837,-1.8830892624424413,0.0,0.0,0.0,0.0,0.0,0.0,-11.981310576071554,-11.95681421949976,-11.62423355683195,12.078004413167797,23.60554413290351,-0.12119019366803103,-2.1581294861211653,0.5417132224132573,-3.656598323830052,-0.45600818266534815,5.814727809951214,-0.08570503974790834
1036,1037,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,0.0727,3.5831,-6.778941663083362,-1.7974997967928907,-3.6514483307598136,2.196713912147478,10.430389993843175,-0.3992141153545869,-5.241281987563708,1.607167301439762,-6.5383000744113335,-1.493370027113118,11.779582061975042,-0.11379727432664107,-11.997776585718531,-4.387144077545693,-6.488891582841679,5.354820976674844,18.486668168560207,-0.9676768991291537,0,0,0,0,0,0
1037,1038,33,80.0,0.2188,0.125,0.6562,10.8701,9.2639,9.8893,90.0011,89.9985,90.0003,0.2433,1.1671,-0.364261670544417,3.4950025219385075,5.400525133160496,-1.5645289636698565,-5.036263462616083,-1.930473558268652,-1.0544385583748574,4.020741637730487,6.425286316632029,-1.471258811172235,-5.370847758257174,-2.549482826558254,-10.57152512378109,-12.964266042264597,18.14666478576499,-1.5102337929216456,-7.575139661983895,14.47449983518624,10.742653336648043,-4.681646228478262,-0.5741097118166112,10.203710534175132,-10.16854362483143,-5.522064305696872
1038,1039,167,30.0,0.0,1.0,0.0,5.0598,5.0592,13.6256,90.0006,90.0007,119.9998,0.0725,2.3967,-8.567931563041064,-2.9992187873180316,-7.43381506679995,3.1443599000664055,16.001746629841016,-0.14514111274837593,0.0,0.0,0.0,0.0,0.0,0.0,-12.252744269062745,-4.471647062965744,-6.551099134679669,5.477200306898426,18.80384340374242,-1.00555324393268,0,0,0,0,0,0
1039,1040,206,80.0,0.125,0.0,0.875,10.1271,10.127,10.1273,90.0005,90.0007,89.9993,0.1026,1.0929,0.0,0.0,0.0,0.0,0.0,0.0,-3.2900602275755766,-1.749481450124587,-1.6997977192566134,2.1653675432214,4.989857946832191,-0.41588609309681157,-9.217609956202903,-13.040581682588392,-6.685066364354169,14.50269509670483,15.902676320557074,-1.46211341411644,-10.524705985421345,-8.473301385699312,13.027459559325633,-4.376786068639406,-2.502753573904286,12.850087454338718
1040,1041,12,80.0,0.5,0.2188,0.2812,24.3277,6.1843,6.0631,89.9996,104.6182,90.0002,0.1451,2.3434,16.764320730004858,-0.5795543138243803,-10.18465166149521,-3.7528919046449496,-6.579669068509653,4.332446218469335,32.36819432312956,-0.08009260111386843,-15.658834147351298,3.741695959700266,-16.70936017577826,-3.661603358586399,52.69739886334402,-0.2776047583517752,-27.67715042286556,-8.120280252138667,-25.020248440478458,8.39788501049044,22.577425567127836,-0.25010508528105807,-12.8075582530294,-2.6632803031362973,-9.769867314098434,2.9133853884173537
1041,1042,33,80.0,0.5938,0.2188,0.1875,10.1748,8.7211,9.3485,90.0031,90.0016,90.001,0.1909,2.5371,6.514258676881313,-1.438386098701052,-1.1333081283081938,4.028094151571032,-5.38095054857312,-2.5897080528699794,-0.8706581356644321,9.598116010580162,-9.113787018407189,-5.455402350373358,9.984445154071624,-4.142713660206802,-9.486067890152317,-12.448872003627407,17.13653358116719,-0.9219017024091453,-7.650465691014878,13.370773706036545,-0.652137369413355,2.945306907883127,5.293907785885756,-1.1826765656151066,-4.641770416472403,-1.7626303422680203
1042,1043,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,0.0681,3.4939,-5.899862913004505,-1.5782802088687042,-4.947461250541762,1.6734481174759241,10.847324163546263,-0.09516790860722184,-6.02565050944528,-2.483778431780468,-5.440990452843169,2.5696666323720803,11.466640962288444,-0.08588820059161134,-12.040521482265987,-4.402743059899878,-6.499198982635141,5.377106958830725,18.539720464901134,-0.9743638989308396,0,0,0,0,0,0
1043,1044,194,80.0,0.0,0.6875,0.3125,6.6154,6.6152,24.5008,89.9952,90.0023,119.99,0.0808,1.4598,-19.222013723932882,-6.999157316840519,-18.270609989321137,7.118573354402016,37.49262371325402,-0.11941603756149526,0.0,0.0,0.0,0.0,0.0,0.0,-29.01544735433175,-10.165693913962624,-28.170137586759882,10.266368597570564,57.18558494109164,-0.10067468360793931,-8.751574508971837,3.31129571076737,-10.511324350842484,-3.1155877635882763,19.262898859814317,-0.1957079471790974
1044,1045,33,40.0,0.0,0.125,0.875,5.6075,9.5347,10.1584,89.9996,89.9963,90.0001,0.2047,0.7902,-0.47177210108714557,0.4532744534239859,-3.0967269855660358,-0.274762130266036,3.5684990866531803,-0.17851232315795015,0.0,0.0,0.0,0.0,0.0,0.0,-2.57734868442192,10.011319112383056,12.148096320813407,-3.2236130397330283,-9.570747636391491,-6.78770607265003,-2.5734299186803424,7.197882134398293,-7.627561235894516,-5.157388844964094,10.20099115457486,-2.040493289434199
1045,1046,33,80.0,0.4375,0.5625,0.0,10.0399,8.626,9.2491,90.0008,90.0022,90.0018,0.0754,2.9707,-8.370691932203421,-5.0248428459633345,9.408065449382313,-3.5277380580050743,-1.0373735171788947,8.552580903968405,-4.356200979992571,5.35110150914058,-5.591754365472703,-4.925638504447979,9.947955345465274,-0.4254630046925999,-9.303021376316812,-12.345937595711467,16.958873141282336,-0.8261661793398037,-7.655851764965531,13.172103775051273,0,0,0,0,0,0
1046,1047,167,30.0,0.25,0.0833,0.6667,5.3435,5.343,14.2484,89.9959,90.00299999999999,120.0012,0.1983,1.6148,0.0,0.0,0.0,0.0,0.0,0.0,-3.857966908981541,-1.6738470585491174,-3.301415779620995,1.7629015866180942,7.159382688602536,-0.08905452806897919,-12.921591119261741,-4.693373216021418,-6.724879114873637,5.796217130600496,19.64647023413538,-1.102843914579077,-8.227372718847944,-2.18390716043815,-6.874335589579183,2.318367552338659,15.101708308427126,-0.1344603919005098
1047,1048,206,80.0,0.0,0.5625,0.4375,9.7916,9.7916,9.7914,90.0034,90.00299999999999,89.9955,0.1313,1.3869,11.434496653757039,-1.6399372418096343,-4.010789484833047,9.06153433076101,-7.4237071689239915,-7.421597088951373,0.0,0.0,0.0,0.0,0.0,0.0,-7.143494456701202,13.687970356244149,-8.283277482238042,-13.02996598059051,15.426771938939241,-0.6580043756536358,-1.6115969572780124,6.899683472476583,8.920618631602993,-2.4221379164842083,-7.309021674324975,-4.477545555992372
1048,1049,194,80.0,0.4062,0.25,0.3438,6.5063,6.506,24.2351,90.0137,90.0068,119.9942,0.4012,1.1665,-10.170200024011764,2.8110061371164843,-10.576413817522226,-2.774551504474701,20.746613841533993,-0.03645463264178191,-18.154875216771536,-4.922075122567275,-15.516809075474765,5.186054741310486,33.67168429224631,-0.26397961874320847,-29.390339970057287,-9.9261130864972,-27.517656581703395,10.14628866581572,56.907996551760675,-0.22017557931852544,-5.081814282834537,4.863828830674709,-8.855054749816873,-4.058613968448206,13.93686903265141,-0.8052148622265055
1049,1050,206,80.0,0.4375,0.1875,0.375,9.5528,9.5525,9.5527,90.0021,90.0025,89.99799999999999,0.2336,1.9298,-3.1158515905868813,-2.5170890560966526,-1.9238420922652855,2.947961268128612,5.0396936828521675,-0.43087221203196185,-5.117021603329676,-6.434375127945584,9.428367078719507,-0.37730210281911714,-4.311345475389827,6.811677230764703,-10.335277016468634,-10.958728777429556,-4.323428026675008,14.429477943905693,14.658705043143645,-3.47074916647614,9.15175925472732,-2.7228227465897836,-1.9021594666441635,8.351284127044345,-7.249599788083154,-5.6284613804545645
1050,1051,167,30.0,0.4167,0.1667,0.4167,5.1726,5.1722,13.8849,89.9941,90.006,120.0012,0.2489,2.3152,-3.715882374551541,-0.7629720839950932,-1.289017860568946,1.0571655971066123,5.004900235120488,-0.2941935131115199,-6.000484516730819,-1.8195915598169703,-5.700059430161174,1.8510071917944395,11.700543946891997,-0.03141563197746904,-12.537646597188711,-4.565158939937036,-6.627494023064393,5.611224463419564,19.16514062025311,-1.046065523482528,-5.307335217194874,-2.0965533854793676,-4.907824666479365,2.151938960652015,10.215159883674234,-0.05538557517264797
1051,1052,194,80.0,0.1875,0.1562,0.6562,6.8071,6.8066,24.802,90.0136,89.9984,119.9883,0.3255,0.5212,-7.37643088066581,2.0356924353802164,-7.471800741334368,-2.0269942533719694,14.848231622000178,-0.008698182008247,-9.33560185725094,-3.837207389620673,-5.960246604108216,4.44653558842968,15.29584846135915,-0.6093281988090041,-29.426569718965915,-10.449653064693477,-28.494019526905333,10.562421335137994,57.920589245871234,-0.11276827044453085,-17.906046446468917,6.37852879134549,-19.072915292204392,-6.245742755934979,36.97896173867331,-0.13278603541051315
1052,1053,194,80.0,0.3438,0.3125,0.3438,6.5261,6.5257,24.2821,90.0123,90.0054,119.9935,0.3192,1.3090000000000002,-13.408879115782852,-3.689046994304269,-12.01009321268079,3.826912764045201,25.41897232846364,-0.13786576974093928,-10.957398916836265,5.1067836827789135,-11.57089645920971,-5.014904694738551,22.528295376045975,-0.0918789880403711,-29.336119387695604,-9.967796983344483,-27.6271138821229,10.169179534622677,56.963233269818495,-0.20138255127821136,-12.464302985700547,-4.30634002539485,-12.212867147233359,4.33569126206579,24.677170132933902,-0.0293512366709393
1053,1054,12,80.0,0.0312,0.5,0.4688,24.7655,6.4225,6.3512,90.0002,104.9427,90.0001,0.2012,1.0861,32.73490772264748,-0.42320962802449086,-18.340001183986587,-5.055846045677072,-14.394906538660907,5.479055673701561,0.0,0.0,0.0,0.0,0.0,0.0,53.44455371201636,-0.270233051286654,-27.979478954266913,-8.480732615231643,-25.465074757749452,8.750965666518294,28.624375886797402,-0.12355717788646726,-13.625478552201546,3.9244901835470474,-14.998897334595865,-3.800933005660581
1054,1055,12,20.0,0.0,0.0,1.0,12.3289,3.3644,6.9048,90.0004,106.1682,90.0,0.2112,0.7501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.875824714030985,-1.1794312594080036,-8.013071797827479,-4.472564871558693,-3.8627529162035144,5.651996130966694,9.538375714355892,-0.9508718084105297,-6.477931521931231,-3.5054592785655414,-3.0604441924246566,4.4563310869760695
1055,1056,206,80.0,0.125,0.1562,0.7188,9.9886,9.9885,9.9886,90.0013,90.0014,89.9983,0.1347,1.1896,-0.6397930280150357,4.77356866346582,5.590015380707461,-1.9521504989553047,-4.950222352692425,-2.821418164510513,3.9179370732509393,-0.1261624552339907,-1.6568888896532716,1.2903152507497422,-2.2610481835976675,-1.1641527955157518,-8.646680107619883,-13.165187719519407,-7.078562425721107,14.070499955155373,15.725242533340984,-0.9053122356359631,11.718428064159891,-3.902062398971014,-2.4681672322519272,12.06428830489999,-9.250260831907962,-8.162225905928974
1056,1057,33,80.0,0.5625,0.3125,0.125,10.1201,8.6811,9.3074,90.0025,90.0018,90.0012,0.1591,2.7837,-2.5389573707459245,6.402482960066718,-5.231113219662825,-5.076720460256361,7.7700705904087535,-1.325762499810355,-1.5930911999834565,9.209502816004694,9.543562566775481,-3.346758716198301,-7.9504713667920255,-5.862744099806393,-9.407959278654893,-12.40728722386348,17.06170914483736,-0.8806221248671162,-7.653749866182459,13.287909348730599,-3.03191181093298,-1.00948676967509,-0.9298814623112669,1.4432792724687475,3.961793273244249,-0.43379250279365905
1057,1058,206,80.0,0.4688,0.4688,0.0625,9.2627,9.2623,9.2622,90.0041,90.0042,89.9961,0.14300000000000002,3.0128,-4.935073157978072,-6.754482979954385,-4.924864169056414,6.759146988594076,9.859937327034485,-0.004664008639693989,-5.595095344841619,-6.145570952404236,9.062711510103705,-1.0434343447835734,-3.4676161652620854,7.189005297187806,-9.067538803420524,-11.450383499227348,-5.383361997882612,13.577270579905695,14.450900801303131,-2.1268870806783498,5.026902225230367,-0.12497706020048989,-3.2982760635333066,-0.5378817766378763,-1.7286261616970588,0.6628588368383671
1058,1059,33,80.0,0.5,0.2812,0.2188,10.2533,8.7846,9.4108,90.0023,90.0014,90.0009,0.2107,2.3091,-0.6198683333277923,7.03338362133476,7.402424174254399,-3.0556648887035283,-6.78255584092661,-3.9777187326312315,-6.913214017942352,-6.257542864651125,-3.1490247457016256,8.040459063774984,10.062238763643977,-1.7829161991238613,-9.614405034943449,-12.508220696479993,17.2558475738376,-0.9912022639702043,-7.64144253889415,13.499422960450195,-2.196403237845698,2.6756637892985515,4.827256606882129,-0.15586287786536449,-2.6308533690364335,-2.5198009114331867
1059,1060,12,80.0,0.4688,0.2812,0.25,24.3685,6.1757,6.0374,89.9997,104.5239,90.0001,0.1255,2.4302,25.83749749622363,-0.06720003747457085,-13.494518628302423,-2.2280858470906075,-12.342978867921211,2.295285884565178,28.89917247810837,-0.14413578976725516,-15.048598797020677,-5.143271491605365,-13.850573681087683,5.287407281372618,52.85894685962201,-0.2714387236777047,-27.736281614664183,-8.098827932568845,-25.122665244957822,8.370266656246551,18.639032272796168,-0.16116298416433106,-10.037481606049539,-3.0573710174696376,-8.60155066674663,3.2185340016339667
1060,1061,206,80.0,0.4688,0.2812,0.25,9.4289,9.4286,9.4286,90.0028,90.0031,89.9973,0.2093,2.3961,5.824313264301245,-0.5848010844861712,-3.727914658041533,-2.8391022489467805,-2.096398606259712,3.4239033334329525,-1.2084402445486402,8.299081740191832,-8.46655309600169,-4.978765468124674,9.674993340550323,-3.320316272067164,-9.915889418895064,-11.078626642360762,-4.637046120666598,14.12617171249533,14.552935539561668,-3.047545070134569,8.092714195225241,-0.4460484512908745,-4.5102042311688715,-5.61361198332146,-3.582509964056367,6.059660434612339
1061,1062,12,80.0,0.0312,0.3125,0.6562,24.715999999999998,6.5275,6.544,90.0003,105.4012,90.0,0.2192,0.9067,17.393376511810267,-0.06427375149604174,-8.923470317361312,-3.665039013359544,-8.469906194448951,3.7293127648555884,0.0,0.0,0.0,0.0,0.0,0.0,52.97079207435179,-0.2944560221924448,-27.811043430123423,-8.677272838211163,-25.15974864422839,8.971728860403603,39.376038905461925,-0.21730465445588507,-20.777584552956352,-5.781264112659057,-18.598454352505573,5.998568767114941
1062,1063,194,80.0,0.75,0.125,0.125,6.2392,6.2388,23.6955,90.0132,90.0067,120.0015,0.2664,2.9439,-7.172083029704899,-1.4145565569294984,-5.863360025287029,1.512513168215404,13.03544305499193,-0.09795661128590633,-18.90877544844147,-6.6207508786076055,-17.43410426585485,6.80230495258415,36.3428797142963,-0.18155407397654044,-29.52967375975222,-9.440461770726316,-26.50179146093546,9.786802242889019,56.031465220687686,-0.3463404721626961,-7.289941135650168,2.401777778874626,-7.355572444786162,-2.394613049838041,14.645513580436333,-0.007164729036581985
1063,1064,227,40.0,0.5,0.1875,0.3125,6.0187,6.0178,14.4075,90.0066,89.9965,119.9993,0.3768,1.2262,-2.719669474972242,-1.8455239042596565,-2.1493141448806408,1.995503918059473,4.868983619852885,-0.14998001379981643,-10.394936006027013,-3.406063812497092,-5.065901199512304,4.290326682312797,15.460837205539313,-0.8842628698157048,-13.191469404040864,-6.4543339111879225,-9.04304317870734,7.310389552761669,22.234512582748206,-0.856055641573749,-4.075639340515666,2.575007894257003,-4.5756567326048785,-2.4776650859165845,8.651296073120545,-0.09734280834042264
1064,1065,167,30.0,0.75,0.0833,0.1667,4.9604,4.9602,13.4383,89.9886,90.0123,120.0016,0.1625,3.5574,0.0,0.0,0.0,0.0,0.0,0.0,-7.979751952923211,-2.43940296771328,-6.401357784033599,2.6246716041695506,14.381109736956807,-0.1852686364562727,-12.068346990649012,-4.405430441831581,-6.509341850745697,5.381624506811173,18.57768884139471,-0.976194064979591,-3.037976825539292,0.46674270309256694,-3.496868978460342,-0.44539196012120336,6.5348458039996355,-0.02135074297136459
1065,1066,167,30.0,0.25,0.75,0.0,4.9979,4.9974,13.5009,89.9966,90.0048,120.0003,0.0741,3.0135,-7.728543741485173,-2.686234996107556,-7.321558213134813,2.7351030175671243,15.050101954619988,-0.04886802145957148,-3.6454332234263713,-0.7891941899225907,-1.401905793079746,1.0637346772568304,5.047339016506118,-0.27454048733423936,-12.126022053082297,-4.433921181602681,-6.519803528125396,5.421678370525124,18.645825581207696,-0.9877571889224483,0,0,0,0,0,0
1066,1067,194,80.0,0.0,0.7188,0.2812,6.5924,6.5923,24.4606,89.995,90.0031,119.9904,0.0889,1.4902,-19.213691873598556,-7.4417385989702725,-18.907675153989885,7.481670822046916,38.121367027588455,-0.03993222307664082,0.0,0.0,0.0,0.0,0.0,0.0,-28.99288823227233,-10.128196463741855,-28.110811017510002,10.233036018640197,57.10369924978234,-0.10483955489834221,-8.677969571348758,2.2513891434690168,-9.168894732809433,-2.210477334281795,17.84686430415818,-0.04091180918722011
1067,1068,194,80.0,0.1875,0.7188,0.0938,6.3919,6.3919,24.0782,90.0072,90.0038,119.9953,0.273,1.2563,-18.763717371339517,-6.635566549142096,-18.007575120856362,6.727160852608559,36.77129249219589,-0.09159430346646306,-6.701989647619671,-1.7014531412326899,-2.6981258910414505,2.2645421327428563,9.400115538661117,-0.5630889915101658,-29.01978990612657,-9.773576860325722,-27.426624450276382,9.959225612958349,56.44641435640296,-0.1856487526326177,-7.393006748806389,1.7783011878159802,-9.646585049703118,-1.6281282727478021,17.03959179850951,-0.15017291506817598
1068,1069,12,80.0,0.3125,0.5,0.1875,24.5473,6.1851,6.0052,89.9998,104.2998,90.0001,0.1387,2.069,33.285450059321285,-0.04082927474170665,-16.88862130754509,-4.124689134834233,-16.396828751776184,4.16551840957594,21.558252877449444,-0.13146831682579932,-11.532705716997558,-2.755031321629653,-10.025547160451877,2.886499638455451,53.427537780637984,-0.25312763949024575,-27.94833817908411,-8.08924875873488,-25.47919960155386,8.342376398225127,17.817567872931473,-0.3297529499062072,-10.007151507428944,-3.847028820853858,-7.810416365502531,4.176781770760065
1069,1070,194,80.0,0.2188,0.5,0.2812,6.52,6.5198,24.2958,90.0076,90.0035,119.993,0.2236,1.5846,-16.04340035886547,-5.095340555745396,-13.15331709487421,5.443060660851607,29.19671745373968,-0.3477201051062105,-9.796761398614432,-3.7020506045617605,-7.868014390991502,3.9817035126502427,17.66477578960593,-0.2796529080884837,-29.182484275627264,-9.977127946257047,-27.727515288029796,10.148640682335529,56.90999956365705,-0.17151273607848622,-10.249483506858152,3.2885596778110027,-14.13755846391572,-2.9566635287578125,24.387041970773872,-0.33189614905318754
1070,1071,12,80.0,0.4062,0.5938,0.0,24.4994,6.0535,5.794,89.9996,103.8022,90.0002,0.0286,2.54,32.9571950677922,-0.19961752463027832,-17.540430905088694,-4.546989320608811,-15.416764162703503,4.74660684523909,28.654169835006606,-0.04669402577787905,-14.56450097831002,-4.203342223213594,-14.089668856696582,4.250036248991471,53.66558181668658,-0.23546306910602022,-28.020323638932272,-7.862845931499333,-25.645258177754332,8.098309000605353,0,0,0,0,0,0
